PHASE,ID,GENDER,STATUS,CHILDREN,ESTINCOME,CAROWNER,AGE,LONGDISTANCE,INTERNATIONAL,LOCAL,DROPPED,PAYMETHOD,LOCALBILLTYPE,LONGDISTANCEBILLTYPE,USAGE,RATEPLAN,CHURN
Adult,1977,F,S,0,+0032962.60000000,N,+0000024.00000000,+00045.,+00000.,+00154.,0,CC,Budget,Intnl_discount,+00168.,3,T
Adult,1978,F,S,0,+0035000.00000000,N,+0000023.00000000,+00033.,+00000.,+00061.,0,CC,Budget,Standard,+00065.,1,T
Adult,1980,F,S,0,+0077726.40000000,N,+0000056.72000000,+00014.,+00000.,+00009.,0,Auto,Budget,Intnl_discount,+00023.,1,F
Adult,1981,F,S,2,+0042000.00000000,N,+0000019.00000000,+00025.,+00002.,+00038.,0,CC,FreeLocal,Standard,+00062.,3,T
Adult,1982,F,S,1,+0002800.68000000,N,+0000045.67333300,+00028.,+00000.,+00106.,0,CC,Budget,Standard,+00134.,2,T
Adult,1986,F,M,2,+0090271.60000000,N,+0000044.92666700,+00013.,+00000.,+00096.,0,CC,FreeLocal,Standard,+00110.,2,F
Adult,1991,F,M,2,+0064816.60000000,Y,+0000031.12666700,+00021.,+00000.,+00006.,0,CC,Budget,Standard,+00027.,1,F
Adult,1992,F,M,2,+0098217.10000000,N,+0000044.98000000,+00029.,+00000.,+00013.,0,CC,FreeLocal,Standard,+00042.,4,F
Adult,1994,F,S,1,+0002929.13000000,N,+0000053.50666700,+00014.,+00000.,+00088.,0,CH,Budget,Intnl_discount,+00102.,4,T
Adult,1999,M,M,0,+0069168.40000000,Y,+0000062.42666700,+00014.,+00006.,+00214.,0,CC,Budget,Standard,+00234.,3,T
Adult,2001,M,M,0,+0096681.00000000,Y,+0000019.76000000,+00008.,+00007.,+00040.,0,CC,Budget,Standard,+00073.,2,F
Adult,2002,M,S,0,+0062705.90000000,Y,+0000038.00000000,+00009.,+00000.,+00006.,0,CC,FreeLocal,Intnl_discount,+00033.,2,F
Adult,2003,M,S,0,+0080221.20000000,N,+0000029.02666700,+00007.,+00000.,+00049.,0,Auto,FreeLocal,Standard,+00050.,2,F
Adult,2006,F,M,0,+0077994.00000000,N,+0000050.55333300,+00012.,+00000.,+00089.,0,CH,FreeLocal,Standard,+00102.,1,T
Adult,2008,F,M,0,+0059008.40000000,Y,+0000030.18000000,+00012.,+00000.,+00018.,0,CC,Budget,Standard,+00031.,1,T
Adult,2009,M,S,1,+0005265.35000000,N,+0000052.87333300,+00002.,+00005.,+00023.,0,Auto,Budget,Intnl_discount,+00031.,2,F
Adult,2013,F,S,1,+0073338.00000000,N,+0000048.24666700,+00020.,+00000.,+00009.,0,Auto,Budget,Intnl_discount,+00029.,2,F
Adult,2014,F,S,0,+0000433.74000000,N,+0000060.74666700,+00003.,+00000.,+00040.,0,CC,FreeLocal,Standard,+00044.,4,T
Adult,2024,F,S,2,+0016938.50000000,N,+0000046.00000000,+00013.,+00000.,+00008.,0,CH,FreeLocal,Standard,+00022.,4,F
Adult,2029,M,M,0,+0095448.60000000,Y,+0000053.68000000,+00024.,+00000.,+00005.,0,CH,Budget,Standard,+00029.,4,F
Adult,2031,M,S,2,+0063152.60000000,Y,+0000063.17333300,+00029.,+00000.,+00040.,0,CC,Budget,Intnl_discount,+00070.,2,F
Adult,2033,M,S,2,+0072084.70000000,N,+0000055.64000000,+00029.,+00000.,+00009.,0,CC,Budget,Intnl_discount,+00038.,2,F
Adult,2035,F,S,1,+0049072.00000000,N,+0000042.00000000,+00023.,+00000.,+00010.,0,Auto,Budget,Intnl_discount,+00034.,2,F
Adult,2044,M,S,0,+0090321.60000000,N,+0000055.11333300,+00000.,+00000.,+00011.,0,CH,FreeLocal,Intnl_discount,+00012.,1,T
Adult,2045,M,D,1,+0090478.60000000,N,+0000054.55333300,+00018.,+00000.,+00136.,0,CC,FreeLocal,Standard,+00154.,1,T
Adult,2052,M,M,0,+0009780.66000000,N,+0000024.54666700,+00002.,+00007.,+00011.,1,CC,FreeLocal,Standard,+00021.,2,F
Adult,2061,M,S,1,+0057626.90000000,Y,+0000043.90666700,+00009.,+00000.,+00038.,0,CC,Budget,Standard,+00048.,3,F
Adult,2062,M,M,2,+0020078.00000000,N,+0000032.84666700,+00009.,+00000.,+00006.,0,CC,Budget,Intnl_discount,+00015.,4,F
Adult,2063,F,M,2,+0047902.00000000,N,+0000026.03333300,+00017.,+00004.,+00049.,1,Auto,FreeLocal,Standard,+00072.,3,F
Child,2064,M,M,1,+0007545.96000000,Y,+0000016.75333300,+00022.,+00000.,+00178.,0,CC,Budget,Standard,+00200.,4,T
Adult,2068,M,S,2,+0089459.90000000,N,+0000053.28000000,+00011.,+00001.,+00022.,0,CC,FreeLocal,Standard,+00036.,2,T
Adult,2071,F,S,1,+0013576.50000000,N,+0000039.42666700,+00014.,+00000.,+00025.,0,CC,Budget,Standard,+00040.,3,T
Adult,2073,F,M,2,+0042031.80000000,N,+0000050.75333300,+00020.,+00000.,+00039.,0,CH,Budget,Intnl_discount,+00059.,2,F
Adult,2078,M,S,2,+0043634.50000000,N,+0000021.78000000,+00029.,+00009.,+00104.,0,CC,Budget,Standard,+00143.,4,T
Adult,2082,F,S,1,+0013109.10000000,N,+0000062.60666700,+00022.,+00000.,+00040.,0,Auto,Budget,Standard,+00062.,3,T
Adult,2083,M,S,1,+0092647.50000000,N,+0000056.04666700,+00016.,+00005.,+00010.,0,CC,Budget,Standard,+00032.,1,T
Adult,2085,M,S,0,+0074460.70000000,Y,+0000055.34000000,+00025.,+00000.,+00179.,0,CC,FreeLocal,Standard,+00206.,3,T
Adult,2087,F,S,2,+0028787.40000000,N,+0000041.66666700,+00027.,+00000.,+00058.,0,Auto,Budget,Standard,+00086.,3,T
Adult,2093,F,M,2,+0062061.80000000,Y,+0000045.92000000,+00029.,+00000.,+00052.,0,Auto,FreeLocal,Standard,+00082.,1,F
Adult,2098,F,S,2,+0019131.10000000,N,+0000056.18666700,+00022.,+00000.,+00034.,0,Auto,Budget,Standard,+00057.,4,T
Adult,2102,F,S,2,+0006440.46000000,Y,+0000048.00000000,+00022.,+00000.,+00027.,0,CH,Budget,Standard,+00049.,2,F
Adult,2104,M,M,2,+0028766.90000000,N,+0000046.84000000,+00006.,+00000.,+00058.,0,CC,Budget,Standard,+00064.,3,F
Adult,2109,M,M,2,+0091272.20000000,Y,+0000025.03333300,+00026.,+00000.,+00013.,0,CC,FreeLocal,Standard,+00040.,3,F
Adult,2117,M,M,1,+0064792.30000000,N,+0000052.14666700,+00013.,+00001.,+00036.,0,CH,FreeLocal,Standard,+00051.,2,T
Adult,2119,F,S,0,+0093322.10000000,Y,+0000040.31333300,+00029.,+00000.,+00008.,0,CH,Budget,Intnl_discount,+00038.,1,T
Adult,2131,M,M,2,+0057360.80000000,Y,+0000053.25333300,+00010.,+00000.,+00057.,0,CC,FreeLocal,Standard,+00067.,4,F
Adult,2132,M,M,0,+0092414.70000000,Y,+0000045.51333300,+00029.,+00000.,+00010.,0,CC,FreeLocal,Standard,+00040.,3,T
Child,2136,F,M,2,+0086695.40000000,N,+0000013.90666700,+00025.,+00000.,+00032.,0,CC,FreeLocal,Standard,+00058.,1,F
Adult,2141,M,M,1,+0002067.82000000,N,+0000047.85333300,+00015.,+00000.,+00070.,0,CC,Budget,Intnl_discount,+00085.,1,F
Adult,2145,F,M,1,+0083287.00000000,Y,+0000047.00000000,+00006.,+00000.,+00030.,0,Auto,FreeLocal,Intnl_discount,+00037.,1,F
Adult,2146,F,M,1,+0098680.40000000,Y,+0000042.00000000,+00017.,+00000.,+00008.,0,CH,FreeLocal,Intnl_discount,+00026.,4,F
Adult,2147,M,M,0,+0065619.70000000,Y,+0000046.00000000,+00013.,+00000.,+00144.,0,CC,Budget,Standard,+00158.,2,T
Adult,2153,F,S,2,+0057420.00000000,Y,+0000046.00000000,+00025.,+00000.,+00252.,1,Auto,Budget,Standard,+00277.,1,F
Adult,2154,M,M,0,+0066000.00000000,N,+0000046.00000000,+00003.,+00003.,+00026.,1,CH,FreeLocal,Standard,+00034.,4,T
Adult,2158,F,S,0,+0039461.00000000,N,+0000022.22666700,+00022.,+00000.,+00103.,1,CC,FreeLocal,Standard,+00126.,4,T
Adult,2159,M,M,1,+0047371.00000000,Y,+0000054.96000000,+00004.,+00007.,+00258.,0,CC,Budget,Intnl_discount,+00270.,4,F
Adult,2162,M,S,1,+0016432.10000000,Y,+0000020.92000000,+00020.,+00008.,+00080.,0,CH,Budget,Intnl_discount,+00109.,2,T
Adult,2167,F,M,2,+0080087.70000000,N,+0000041.92000000,+00008.,+00000.,+00022.,0,CC,FreeLocal,Standard,+00031.,2,F
Adult,2168,F,M,2,+0059691.30000000,N,+0000038.04000000,+00021.,+00000.,+00256.,0,CC,Budget,Standard,+00278.,2,F
Adult,2173,F,S,2,+0093559.10000000,N,+0000057.62000000,+00001.,+00000.,+00029.,0,CC,Budget,Standard,+00031.,4,F
Adult,2174,F,S,2,+0003416.62000000,Y,+0000022.76000000,+00018.,+00000.,+00104.,0,CC,Budget,Standard,+00123.,2,T
Adult,2175,F,S,0,+0093454.30000000,Y,+0000048.53333300,+00018.,+00000.,+00025.,0,Auto,FreeLocal,Standard,+00044.,1,F
Child,2176,M,M,0,+0005745.00000000,Y,+0000015.38000000,+00026.,+00000.,+00017.,0,CC,FreeLocal,Standard,+00044.,2,T
Adult,2182,F,M,1,+0006946.07000000,N,+0000020.00000000,+00033.,+00000.,+00008.,0,CH,FreeLocal,Standard,+00034.,3,T
Adult,2183,F,M,2,+0011234.70000000,Y,+0000049.04666700,+00000.,+00000.,+00112.,0,CC,Budget,Standard,+00113.,1,F
Adult,2188,F,S,2,+0021274.00000000,N,+0000045.52666700,+00010.,+00000.,+00032.,0,Auto,FreeLocal,Standard,+00043.,1,T
Adult,2189,F,M,2,+0028267.00000000,N,+0000030.09333300,+00021.,+00000.,+00192.,0,CC,FreeLocal,Standard,+00214.,4,F
Adult,2201,F,S,1,+0012374.90000000,Y,+0000033.49333300,+00017.,+00000.,+00106.,0,Auto,FreeLocal,Standard,+00123.,3,T
Adult,2202,F,M,2,+0069133.90000000,Y,+0000026.83333300,+00008.,+00000.,+00037.,0,CH,FreeLocal,Standard,+00046.,1,T
Adult,2204,F,M,2,+0084948.00000000,Y,+0000029.44666700,+00011.,+00000.,+00012.,0,CH,FreeLocal,Intnl_discount,+00023.,1,F
Adult,2205,F,M,2,+0030998.80000000,N,+0000040.96000000,+00002.,+00000.,+00050.,0,Auto,Budget,Standard,+00052.,1,F
Adult,2211,M,M,2,+0021416.50000000,N,+0000035.65333300,+00009.,+00009.,+00008.,0,CC,FreeLocal,Intnl_discount,+00027.,4,F
Adult,2216,F,M,2,+0038215.90000000,N,+0000030.88666700,+00000.,+00000.,+00000.,0,Auto,Budget,Standard,+00000.,4,F
Adult,2218,F,M,2,+0049745.30000000,N,+0000047.96666700,+00002.,+00000.,+00024.,0,CH,Budget,Intnl_discount,+00027.,4,F
Child,2220,F,M,2,+0088427.00000000,N,+0000013.86000000,+00022.,+00004.,+00043.,0,CC,Budget,Standard,+00069.,3,F
Adult,2223,F,S,0,+0074530.80000000,N,+0000063.08666700,+00020.,+00000.,+00106.,0,Auto,FreeLocal,Intnl_discount,+00127.,4,F
Adult,2225,F,S,0,+0038000.00000000,N,+0000024.00000000,+00039.,+00000.,+00262.,0,CC,Budget,Standard,+00265.,3,T
Adult,2239,F,S,2,+0037000.00000000,N,+0000023.00000000,+00029.,+00002.,+00038.,0,CC,FreeLocal,Standard,+00062.,3,T
Adult,2243,F,M,2,+0090271.60000000,N,+0000044.92666700,+00013.,+00000.,+00096.,0,CC,FreeLocal,Standard,+00110.,3,F
Adult,2747,F,M,1,+0042000.00000000,N,+0000024.00000000,+00033.,+00000.,+00026.,0,Auto,FreeLocal,Intnl_discount,+00048.,4,T
Adult,2248,F,M,2,+0098217.10000000,N,+0000044.98000000,+00029.,+00000.,+00013.,0,CC,FreeLocal,Standard,+00042.,3,F
Adult,2252,M,M,1,+0092148.50000000,Y,+0000028.00000000,+00004.,+00000.,+00100.,0,CC,Budget,Intnl_discount,+00113.,2,F
Adult,2253,M,M,0,+0096681.00000000,Y,+0000019.76000000,+00005.,+00007.,+00040.,0,CC,Budget,Standard,+00073.,2,F
Adult,2256,M,S,0,+0084479.20000000,N,+0000033.00000000,+00009.,+00000.,+00043.,0,CC,FreeLocal,Standard,+00056.,2,F
Adult,2257,M,S,1,+0084978.10000000,N,+0000021.64000000,+00005.,+00007.,+00076.,0,CH,FreeLocal,Intnl_discount,+00088.,1,T
Adult,2258,F,M,2,+0036647.90000000,N,+0000049.98666700,+00021.,+00000.,+00085.,0,CC,Budget,Intnl_discount,+00107.,1,T
Adult,2261,F,S,0,+0000433.74000000,N,+0000060.74666700,+00003.,+00000.,+00040.,0,CC,FreeLocal,Standard,+00044.,2,T
Adult,2264,M,M,2,+0010708.30000000,N,+0000026.02666700,+00020.,+00004.,+00117.,0,CH,Budget,Intnl_discount,+00142.,4,F
Adult,2267,F,M,0,+0002031.61000000,N,+0000020.30000000,+00021.,+00000.,+00087.,0,CC,Budget,Standard,+00109.,2,T
Adult,2270,F,S,2,+0016938.50000000,N,+0000070.00000000,+00013.,+00000.,+00008.,0,CH,FreeLocal,Standard,+00022.,1,F
Adult,2274,F,M,1,+0008073.11000000,N,+0000052.00000000,+00028.,+00000.,+00060.,0,Auto,FreeLocal,Standard,+00089.,2,F
Child,2276,M,S,1,+0024141.50000000,Y,+0000017.00666700,+00028.,+00000.,+00097.,0,CC,FreeLocal,Standard,+00125.,1,T
Adult,2279,M,S,2,+0072084.70000000,N,+0000055.64000000,+00029.,+00000.,+00009.,0,CC,Budget,Intnl_discount,+00038.,3,F
Adult,2282,F,M,0,+0027371.80000000,Y,+0000046.00000000,+00016.,+00000.,+00126.,0,CC,FreeLocal,Standard,+00142.,4,F
Adult,2286,F,M,0,+0095405.70000000,N,+0000046.00000000,+00007.,+00000.,+00006.,0,CC,Budget,Standard,+00013.,2,F
Adult,2291,F,M,2,+0056187.00000000,N,+0000048.00000000,+00008.,+00000.,+00013.,0,CH,Budget,Standard,+00021.,2,F
Adult,2301,M,M,1,+0075004.50000000,N,+0000064.80000000,+00026.,+00000.,+00032.,0,CC,Budget,Intnl_discount,+00058.,4,F
Adult,2304,M,M,0,+0019749.30000000,N,+0000060.36666700,+00020.,+00000.,+00013.,0,CC,Budget,Standard,+00034.,4,F
Adult,2305,M,S,1,+0057626.90000000,Y,+0000043.90666700,+00009.,+00000.,+00038.,0,CC,Budget,Standard,+00048.,3,F
Child,2308,M,M,1,+0007545.96000000,Y,+0000016.75333300,+00022.,+00000.,+00178.,0,CC,Budget,Standard,+00200.,1,T
Adult,2312,M,S,2,+0089459.90000000,N,+0000053.28000000,+00011.,+00001.,+00022.,0,CC,FreeLocal,Standard,+00036.,4,T
Adult,2317,F,M,2,+0042031.80000000,N,+0000050.75333300,+00020.,+00000.,+00039.,0,CH,Budget,Intnl_discount,+00059.,2,F
Adult,2322,M,S,2,+0043634.50000000,N,+0000021.78000000,+00029.,+00009.,+00104.,0,CC,Budget,Standard,+00143.,3,T
Adult,2326,F,S,1,+0013109.10000000,N,+0000062.60666700,+00022.,+00000.,+00040.,0,Auto,Budget,Standard,+00062.,2,T
Adult,2327,M,S,1,+0092647.50000000,N,+0000056.04666700,+00016.,+00005.,+00010.,0,CC,Budget,Standard,+00032.,4,T
Adult,2329,M,S,0,+0074460.70000000,Y,+0000055.34000000,+00025.,+00000.,+00179.,0,CC,FreeLocal,Standard,+00206.,1,T
Adult,2331,F,S,2,+0028787.40000000,N,+0000041.66666700,+00027.,+00000.,+00058.,0,Auto,Budget,Standard,+00086.,1,T
Adult,2338,F,M,1,+0020550.90000000,Y,+0000022.12000000,+00027.,+00000.,+00057.,0,CC,Budget,Standard,+00085.,1,T
Adult,2341,M,M,2,+0001765.41000000,N,+0000018.76666700,+00003.,+00000.,+00044.,0,CC,FreeLocal,Standard,+00047.,4,F
Adult,2347,M,S,2,+0043634.50000000,N,+0000021.78000000,+00029.,+00009.,+00104.,0,CC,Budget,Standard,+00143.,1,T
Adult,2359,M,M,1,+0013091.60000000,N,+0000059.12666700,+00022.,+00000.,+00020.,0,CC,Budget,Intnl_discount,+00043.,2,F
Adult,2363,F,M,1,+0020550.90000000,Y,+0000022.12000000,+00027.,+00000.,+00057.,0,CC,Budget,Standard,+00085.,4,T
Adult,2366,M,M,2,+0001765.41000000,N,+0000018.76666700,+00003.,+00000.,+00044.,0,CC,FreeLocal,Standard,+00047.,4,F
Adult,2373,M,M,2,+0028766.90000000,N,+0000046.84000000,+00006.,+00000.,+00058.,0,CC,Budget,Standard,+00064.,1,F
Adult,2377,M,S,0,+0072928.20000000,N,+0000038.73333300,+00007.,+00000.,+00196.,0,CC,Budget,Standard,+00203.,2,F
Adult,2378,M,M,2,+0091272.20000000,Y,+0000025.03333300,+00026.,+00000.,+00013.,0,CC,FreeLocal,Standard,+00040.,2,F
Adult,2391,M,M,2,+0049910.70000000,Y,+0000051.52000000,+00027.,+00000.,+00023.,0,CC,Budget,Standard,+00051.,3,F
Adult,2392,M,M,0,+0076161.40000000,Y,+0000044.57333300,+00011.,+00000.,+00025.,0,CC,FreeLocal,Standard,+00037.,1,T
Adult,2400,M,M,2,+0057360.80000000,Y,+0000053.25333300,+00010.,+00000.,+00057.,0,CC,FreeLocal,Standard,+00067.,1,F
Adult,2401,M,M,0,+0092414.70000000,Y,+0000045.51333300,+00029.,+00000.,+00010.,0,CC,FreeLocal,Standard,+00040.,3,T
Adult,2403,F,S,2,+0014578.80000000,Y,+0000060.93333300,+00011.,+00000.,+00095.,0,Auto,Budget,Standard,+00107.,2,T
Adult,2410,M,M,1,+0002067.82000000,N,+0000047.85333300,+00015.,+00000.,+00070.,0,CC,Budget,Intnl_discount,+00085.,4,F
Adult,2414,F,M,1,+0083287.00000000,Y,+0000052.00000000,+00006.,+00000.,+00030.,0,Auto,FreeLocal,Intnl_discount,+00037.,1,F
Adult,2415,F,M,1,+0098680.40000000,Y,+0000048.00000000,+00017.,+00000.,+00008.,0,CH,FreeLocal,Intnl_discount,+00026.,3,F
Adult,2417,F,M,1,+0095620.30000000,Y,+0000052.64666700,+00010.,+00000.,+00093.,0,CC,Budget,Standard,+00104.,3,F
Adult,2418,F,S,0,+0085275.00000000,N,+0000062.00000000,+00022.,+00000.,+00151.,0,Auto,FreeLocal,Intnl_discount,+00174.,1,F
Adult,2422,F,S,2,+0057420.00000000,Y,+0000052.00000000,+00025.,+00000.,+00252.,1,Auto,Budget,Standard,+00277.,3,F
Adult,2428,M,M,1,+0047371.00000000,Y,+0000054.96000000,+00004.,+00007.,+00258.,0,CC,Budget,Intnl_discount,+00270.,4,F
Child,2429,F,S,0,+0089813.60000000,N,+0000012.84666700,+00014.,+00001.,+00149.,0,CC,FreeLocal,Intnl_discount,+00166.,4,F
Adult,2431,M,S,1,+0016432.10000000,Y,+0000020.92000000,+00020.,+00008.,+00080.,0,CH,Budget,Intnl_discount,+00109.,1,T
Adult,2436,F,M,2,+0080087.70000000,N,+0000041.92000000,+00008.,+00000.,+00022.,0,CC,FreeLocal,Standard,+00031.,3,F
Adult,2437,F,M,2,+0059691.30000000,N,+0000038.04000000,+00021.,+00000.,+00256.,0,CC,Budget,Standard,+00278.,4,F
Adult,2438,F,S,2,+0011251.10000000,Y,+0000041.00000000,+00028.,+00000.,+00113.,0,CC,FreeLocal,Standard,+00141.,2,T
Adult,2442,F,S,2,+0093559.10000000,N,+0000057.62000000,+00001.,+00000.,+00029.,0,CC,Budget,Standard,+00031.,4,F
Adult,2443,F,S,2,+0003416.62000000,Y,+0000022.76000000,+00018.,+00000.,+00104.,0,CC,Budget,Standard,+00123.,3,T
Adult,2451,F,M,1,+0013829.40000000,N,+0000024.00000000,+00045.,+00000.,+00008.,0,CH,FreeLocal,Standard,+00034.,1,T
Adult,2452,F,M,2,+0011234.70000000,Y,+0000049.04666700,+00000.,+00000.,+00112.,0,CC,Budget,Standard,+00113.,4,F
Adult,2458,F,M,2,+0028267.00000000,N,+0000030.09333300,+00021.,+00000.,+00192.,0,CC,FreeLocal,Standard,+00214.,2,F
Adult,2464,M,S,1,+0094188.30000000,N,+0000057.54666700,+00020.,+00000.,+00019.,0,CC,Budget,Standard,+00041.,4,T
Adult,2470,F,S,1,+0012374.90000000,Y,+0000033.49333300,+00017.,+00000.,+00106.,0,Auto,FreeLocal,Standard,+00123.,3,T
Adult,2471,F,M,2,+0069133.90000000,Y,+0000026.83333300,+00008.,+00000.,+00037.,0,CH,FreeLocal,Standard,+00046.,4,F
Adult,2473,F,M,2,+0084948.00000000,Y,+0000029.44666700,+00011.,+00000.,+00012.,0,CH,FreeLocal,Intnl_discount,+00023.,1,F
Adult,2486,F,M,1,+0030000.00000000,N,+0000021.00000000,+00033.,+00000.,+00160.,0,CC,FreeLocal,Standard,+00176.,1,T
Adult,2487,F,M,2,+0049745.30000000,N,+0000047.96666700,+00002.,+00000.,+00024.,0,CH,Budget,Intnl_discount,+00027.,2,F
Child,2489,F,M,2,+0088427.00000000,N,+0000013.86000000,+00022.,+00004.,+00043.,0,CC,Budget,Standard,+00069.,1,F
Adult,2490,F,M,2,+0098003.70000000,Y,+0000026.27333300,+00001.,+00000.,+00083.,0,CC,FreeLocal,Intnl_discount,+00084.,2,F
Adult,2492,F,S,0,+0074530.80000000,N,+0000063.08666700,+00020.,+00000.,+00106.,0,Auto,FreeLocal,Intnl_discount,+00127.,4,F
Adult,2494,F,S,0,+0041000.00000000,N,+0000022.00000000,+00028.,+00000.,+00262.,0,CC,Budget,Standard,+00265.,1,T
Adult,2501,M,M,1,+0066931.90000000,N,+0000063.93333300,+00011.,+00000.,+00005.,0,CC,Budget,Standard,+00017.,1,T
Adult,2502,M,S,0,+0009309.57000000,Y,+0000025.44000000,+00008.,+00000.,+00099.,0,CC,FreeLocal,Standard,+00108.,2,F
Adult,2503,F,M,1,+0032962.60000000,N,+0000024.00000000,+00025.,+00000.,+00026.,0,Auto,FreeLocal,Intnl_discount,+00048.,3,T
Adult,2504,F,S,0,+0042000.00000000,N,+0000021.00000000,+00039.,+00000.,+00154.,0,CC,Budget,Intnl_discount,+00168.,3,T
Adult,2507,F,D,1,+0077726.40000000,N,+0000056.72000000,+00014.,+00000.,+00009.,0,Auto,Budget,Intnl_discount,+00023.,3,F
Adult,2512,F,M,2,+0090271.60000000,N,+0000044.92666700,+00013.,+00000.,+00096.,0,CC,FreeLocal,Standard,+00110.,3,F
Adult,2517,F,M,2,+0098217.10000000,N,+0000044.98000000,+00029.,+00000.,+00013.,0,CC,FreeLocal,Standard,+00042.,1,F
Adult,2520,F,S,0,+0015989.30000000,N,+0000061.69333300,+00003.,+00000.,+00025.,1,CC,Budget,Intnl_discount,+00029.,2,T
Adult,2529,F,S,1,+0073338.00000000,N,+0000048.24666700,+00020.,+00000.,+00009.,0,Auto,Budget,Intnl_discount,+00029.,1,T
Adult,2530,F,S,0,+0000433.74000000,N,+0000060.74666700,+00003.,+00000.,+00040.,0,CC,FreeLocal,Standard,+00044.,3,T
Adult,2536,F,M,0,+0002031.61000000,N,+0000020.30000000,+00021.,+00000.,+00087.,0,CC,Budget,Standard,+00109.,4,T
Adult,2544,M,M,0,+0095448.60000000,Y,+0000053.68000000,+00024.,+00000.,+00005.,0,CH,Budget,Standard,+00029.,3,F
Adult,2546,M,S,2,+0063152.60000000,Y,+0000063.17333300,+00029.,+00000.,+00040.,0,CC,Budget,Intnl_discount,+00070.,4,F
Adult,2549,F,S,0,+0042760.50000000,N,+0000048.00000000,+00013.,+00000.,+00040.,0,CC,Budget,Standard,+00053.,4,F
Adult,2551,F,M,0,+0027371.80000000,Y,+0000062.00000000,+00016.,+00000.,+00126.,0,CC,FreeLocal,Standard,+00142.,2,F
Adult,2554,M,M,1,+0071472.90000000,N,+0000041.91333300,+00016.,+00000.,+00114.,0,CH,Budget,Standard,+00130.,1,T
Adult,2555,F,M,0,+0095405.70000000,N,+0000062.00000000,+00007.,+00000.,+00006.,0,CC,Budget,Standard,+00013.,3,F
Adult,2558,M,S,0,+0090321.60000000,N,+0000055.11333300,+00000.,+00000.,+00011.,0,CC,FreeLocal,Intnl_discount,+00012.,4,T
Adult,2559,M,S,0,+0090478.60000000,N,+0000054.55333300,+00018.,+00000.,+00136.,0,CH,FreeLocal,Standard,+00154.,4,T
Adult,2560,F,M,2,+0056187.00000000,N,+0000043.00000000,+00008.,+00000.,+00013.,0,CH,Budget,Standard,+00021.,3,F
Adult,2563,F,S,1,+0035000.00000000,N,+0000024.39333300,+00023.,+00000.,+00206.,0,CC,Budget,Intnl_discount,+00229.,2,T
Adult,2565,M,M,0,+0009780.66000000,N,+0000024.54666700,+00002.,+00007.,+00011.,1,CC,FreeLocal,Standard,+00021.,2,F
Adult,2569,M,M,2,+0053010.80000000,N,+0000018.84000000,+00012.,+00000.,+00046.,4,CC,FreeLocal,Standard,+00058.,3,F
Adult,2570,M,M,0,+0075004.50000000,N,+0000064.80000000,+00026.,+00000.,+00032.,0,CC,Budget,Intnl_discount,+00058.,1,F
Adult,2573,M,M,0,+0019749.30000000,N,+0000060.36666700,+00020.,+00000.,+00013.,0,CC,Budget,Standard,+00034.,2,F
Adult,2574,M,S,1,+0057626.90000000,Y,+0000043.90666700,+00009.,+00000.,+00038.,0,CC,Budget,Standard,+00048.,3,F
Adult,2575,M,S,0,+0020078.00000000,N,+0000032.84666700,+00009.,+00000.,+00006.,0,CC,Budget,Intnl_discount,+00015.,2,F
Adult,2576,F,M,2,+0047902.00000000,N,+0000026.03333300,+00017.,+00004.,+00049.,1,Auto,FreeLocal,Standard,+00072.,2,F
Adult,2586,F,M,2,+0042031.80000000,N,+0000050.75333300,+00020.,+00000.,+00039.,0,CH,Budget,Intnl_discount,+00059.,1,F
Adult,2591,M,S,2,+0043634.50000000,N,+0000021.78000000,+00029.,+00009.,+00104.,0,CC,Budget,Standard,+00143.,3,T
Adult,2597,F,S,2,+0021021.60000000,Y,+0000062.75333300,+00003.,+00000.,+00011.,0,CC,Budget,Standard,+00014.,3,T
Adult,2598,M,S,0,+0074460.70000000,Y,+0000055.34000000,+00025.,+00000.,+00179.,0,CC,FreeLocal,Standard,+00206.,1,T
Adult,2599,F,M,1,+0043894.50000000,N,+0000040.18000000,+00029.,+00000.,+00040.,0,CC,FreeLocal,Intnl_discount,+00069.,2,F
Adult,2602,F,M,0,+0083900.20000000,N,+0000045.04000000,+00028.,+00000.,+00008.,0,CC,FreeLocal,Intnl_discount,+00036.,1,F
Adult,2604,F,M,0,+0091708.40000000,N,+0000037.29333300,+00017.,+00000.,+00031.,0,CH,Budget,Intnl_discount,+00048.,3,F
Adult,2606,F,M,2,+0062061.80000000,Y,+0000045.92000000,+00029.,+00000.,+00052.,0,Auto,FreeLocal,Standard,+00082.,4,F
Adult,2607,F,M,1,+0020550.90000000,Y,+0000022.12000000,+00027.,+00000.,+00057.,0,CC,Budget,Standard,+00085.,2,T
Adult,2609,F,M,1,+0046513.50000000,N,+0000030.05333300,+00017.,+00000.,+00041.,2,Auto,Budget,Standard,+00058.,2,F
Adult,2613,F,S,2,+0038280.00000000,N,+0000033.74000000,+00011.,+00000.,+00074.,0,Auto,FreeLocal,Intnl_discount,+00086.,2,F
Adult,2616,M,M,1,+0063900.90000000,N,+0000028.33333300,+00008.,+00000.,+00039.,0,CC,Budget,Standard,+00047.,2,F
Child,2619,M,M,1,+0005252.29000000,N,+0000016.33333300,+00002.,+00000.,+00017.,1,Auto,Budget,Standard,+00019.,2,F
